date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:13:49	914/914	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/hamburgers/hamburgers.min.css?ver=1.8.3	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/css/third/hamburgers/hamburgers.min4511.css	(from https://atulweb.com/)
00:13:49	156369/156369	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/css/style.min.css?ver=1.8.3	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/css/style.min4511.css	(from https://atulweb.com/)
00:13:49	1165/1165	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/hamburgers/types/3dx.css?ver=1.8.3	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/css/third/hamburgers/types/3dx4511.css	(from https://atulweb.com/)
00:13:51	16209/16209	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.7.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css	(from https://atulweb.com/)
00:13:52	18468/18468	---MC-	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.9.11	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/animations/animations.min562c.css	(from https://atulweb.com/)
00:13:53	5851/5851	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:13:56%20GMT	https://atulweb.com/wp-content/uploads/elementor/css/global.css?ver=1591290836	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/elementor/css/globalcc7c.css	(from https://atulweb.com/)
00:13:53	108733/108733	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=2.9.11	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/css/frontend.min562c.css	(from https://atulweb.com/)
00:13:53	12302/12302	---MC-	200	added ('OK')	text/css	date:Mon,%2008%20Jun%202020%2009:55:36%20GMT	https://atulweb.com/wp-content/uploads/elementor/css/post-29.css?ver=1591610136	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/elementor/css/post-298ab0.css	(from https://atulweb.com/)
00:13:54	55753/55753	---MC-	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from https://atulweb.com/)
00:13:54	661/661	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from https://atulweb.com/)
00:13:56	668/668	---M--	200	added ('OK')	text/css	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from https://atulweb.com/)
00:13:57	10056/10056	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2011:41:28%20GMT	https://atulweb.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/collage/IEEE%20CLONE/atulweb.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://atulweb.com/)
00:13:57	96873/96873	---MC-	200	added ('OK')	application/javascript	date:Fri,%2017%20May%202019%2009:55:54%20GMT	https://atulweb.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/collage/IEEE%20CLONE/atulweb.com/wp-includes/js/jquery/jquery4a5f.js	(from https://atulweb.com/)
00:13:58	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2009%20Jun%202020%2007:13:27%20GMT	https://atulweb.com/xmlrpc.php?rsd	C:/collage/IEEE%20CLONE/atulweb.com/xmlrpc.130db0.delayed	(from https://atulweb.com/)
00:13:59	77007/77007	---MC-	200	added ('OK')	application/json	date:Tue,%2009%20Jun%202020%2007:13:27%20GMT	https://atulweb.com/wp-json/	C:/collage/IEEE%20CLONE/atulweb.com/wp-json/index.html	(from https://atulweb.com/)
00:14:00	2215/2215	---M--	200	added ('OK')	application/json	date:Tue,%2009%20Jun%202020%2007:13:29%20GMT	https://atulweb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fatulweb.com%2F	C:/collage/IEEE%20CLONE/atulweb.com/wp-json/oembed/1.0/embedc034.json	(from https://atulweb.com/)
00:14:02	2309/2309	---MC-	200	added ('OK')	text/xml	date:Tue,%2009%20Jun%202020%2007:13:31%20GMT	https://atulweb.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fatulweb.com%2F&format=xml	C:/collage/IEEE%20CLONE/atulweb.com/wp-json/oembed/1.0/embed206b	(from https://atulweb.com/)
00:14:03	1597/1597	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2017:09:21%20GMT	https://atulweb.com/wp-content/uploads/2020/06/cropped-YP-White-Copy-32x32.png	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/2020/06/cropped-YP-White-Copy-32x32.png	(from https://atulweb.com/)
00:14:03	16551/16551	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2017:09:20%20GMT	https://atulweb.com/wp-content/uploads/2020/06/cropped-YP-White-Copy-192x192.png	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/2020/06/cropped-YP-White-Copy-192x192.png	(from https://atulweb.com/)
00:14:04	14644/14644	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2017:09:21%20GMT	https://atulweb.com/wp-content/uploads/2020/06/cropped-YP-White-Copy-180x180.png	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/2020/06/cropped-YP-White-Copy-180x180.png	(from https://atulweb.com/)
00:14:04	4601/4601	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2016:47:54%20GMT	https://atulweb.com/wp-content/uploads/2020/06/cropped-headerlogo-min.png	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/2020/06/cropped-headerlogo-min.png	(from https://atulweb.com/)
00:14:06	22935/22935	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Jun%202020%2002:53:22%20GMT	https://atulweb.com/wp-content/uploads/2020/06/IEEE-YP-LOGO.png	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/2020/06/IEEE-YP-LOGO.png	(from https://atulweb.com/)
00:14:07	35103/35103	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jun%202020%2007:13:37%20GMT	https://atulweb.com/events/	C:/collage/IEEE%20CLONE/atulweb.com/events/index.html	(from https://atulweb.com/)
00:14:07	47366/47366	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jun%202020%2007:13:37%20GMT	https://atulweb.com/ieee-b-htc-2020/	C:/collage/IEEE%20CLONE/atulweb.com/ieee-b-htc-2020/index.html	(from https://atulweb.com/)
00:14:07	4210/4210	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2016:47:08%20GMT	https://atulweb.com/wp-content/uploads/2020/06/headerlogo-min.png	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/uploads/2020/06/headerlogo-min.png	(from https://atulweb.com/)
00:14:08	80867/80867	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jun%202020%2007:13:37%20GMT	https://atulweb.com/activities/	C:/collage/IEEE%20CLONE/atulweb.com/activities/index.html	(from https://atulweb.com/)
00:14:08	49781/49781	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jun%202020%2007:13:37%20GMT	https://atulweb.com/achievements/	C:/collage/IEEE%20CLONE/atulweb.com/achievements/index.html	(from https://atulweb.com/)
00:14:08	8148/8148	---MC-	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%202019%2005:47:08%20GMT	https://atulweb.com/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-includes/js/imagesloaded.min55a0.js	(from https://atulweb.com/)
00:14:09	19923/19923	---MC-	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min.js?ver=1.8.3	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/js/third/magnific-popup.min4511.js	(from https://atulweb.com/)
00:14:09	83024/83024	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jun%202020%2007:13:38%20GMT	https://atulweb.com/execom/	C:/collage/IEEE%20CLONE/atulweb.com/execom/index.html	(from https://atulweb.com/)
00:14:09	1243/1243	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/js/third/lightbox.min.js?ver=1.8.3	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/js/third/lightbox.min4511.js	(from https://atulweb.com/)
00:14:11	1434/1434	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Oct%202019%2005:47:08%20GMT	https://atulweb.com/wp-includes/js/wp-embed.min.js?ver=5.4.1	C:/collage/IEEE%20CLONE/atulweb.com/wp-includes/js/wp-embed.minc225.js	(from https://atulweb.com/)
00:14:11	123398/123398	---MC-	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/js/main.min.js?ver=1.8.3	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/js/main.min4511.js	(from https://atulweb.com/)
00:14:11	1801/1801	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://atulweb.com/)
00:14:12	60475/60475	---MC-	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.9.11	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/js/frontend-modules.min562c.js	(from https://atulweb.com/)
00:14:12	6482/6482	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Oct%202019%2003:31:04%20GMT	https://atulweb.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/collage/IEEE%20CLONE/atulweb.com/wp-includes/js/jquery/ui/position.mine899.js	(from https://atulweb.com/)
00:14:13	10695/10695	---MC-	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.6	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js	(from https://atulweb.com/)
00:14:14	12198/12198	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://atulweb.com/)
00:14:15	139153/139153	---MC-	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://atulweb.com/)
00:14:16	2635/2635	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=2.9.11	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min562c.js	(from https://atulweb.com/)
00:14:17	117731/117731	---M--	200	added ('OK')	application/javascript	date:Thu,%2004%20Jun%202020%2017:05:34%20GMT	https://atulweb.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.9.11	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/plugins/elementor/assets/js/frontend.min562c.js	(from https://atulweb.com/)
00:14:18	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:18	130906/130906	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot?	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:18	75336/75336	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:19	88428/88428	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:20	130600/130600	---M--	200	added ('OK')	font/ttf	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:21	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:21	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot?	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:22	13584/13584	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff2	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:22	700503/700503	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:22	16804/16804	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.woff	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:23	34096/34096	---M--	200	added ('OK')	font/ttf	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.ttf	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:24	144452/144452	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.svg	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.svg	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:25	192758/192758	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.eot	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:25	192758/192758	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.eot?	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:25	75728/75728	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:26	98384/98384	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.woff	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:27	192472/192472	---M--	200	added ('OK')	font/ttf	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.ttf	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:27	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.eot?v=2.4.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:14:27	30064/30064	---M--	200	added ('OK')	font/woff2	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff2?v=2.4.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff2	(from https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:14:28	54056/54056	---M--	200	added ('OK')	font/ttf	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.ttf?v=2.4.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.ttf	(from https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:14:29	842605/842605	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.svg	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-solid-900.svg	(from https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2)
00:14:29	81332/81332	---M--	200	added ('OK')	font/woff	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Icons.woff?v=2.4.0	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/simple-line-icons/Simple-Line-Iconsb26c.woff	(from https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0)
00:14:29	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2004%20Jun%202020%2016:43:03%20GMT	https://atulweb.com/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	C:/collage/IEEE%20CLONE/atulweb.com/wp-content/themes/oceanwp/assets/fonts/slick/slick.eot	(from https://atulweb.com/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0)
